sha,author,date,message
ea252021260c90435945fd9a303c7fd5574115d3,ZDandsomSP,2023-04-13 12:13:54+00:00,add FiLM and corresponding scripts
2665a3143dae12d1cbcc31ddd396bbff48773bce,wuhaixu2016,2023-03-30 16:19:10+00:00,Delete seq_len
9ea5d9149eff00528d4237839f2b3526a7f9b9c7,wuhaixu2016,2023-03-30 14:19:25+00:00,Update README.md
15958e56a813bce33dbfc9f05cff5845800de3a7,wuhaixu2016,2023-03-30 14:17:13+00:00,"Merge pull request #60 from kashif/patch-1

proper attribution for time features"
795e56de8410ca6d792c80e586af36648c5c030e,kashif,2023-03-28 19:57:19+00:00,proper attribution for time features
e4695e51fe58f4cc812a3ffa055029d7fc443d40,wuhaixu2016,2023-03-25 15:33:31+00:00,Update FEDformer.py
4a0826a3ed174ef7a3f3e1838d490f3c877dfb0e,wuhaixu2016,2023-03-25 14:57:10+00:00,clean
38ac44427e35d91c5bad3859d56347a9cc9801d3,wuhaixu2016,2023-03-25 13:54:50+00:00,refine script
01640e9b5dd833f7e616aec899261fcd35414812,wuhaixu2016,2023-03-25 13:49:00+00:00,clean
2463a9351519b11ce761803774d1bf4fe5302e99,wuhaixu2016,2023-03-25 13:38:56+00:00,Update requirements.txt
69eaf1b83a5643cb34578376c0a6d57ddcc05f54,wuhaixu2016,2023-03-25 13:38:17+00:00,"Merge pull request #57 from imanmousaei/main

Fix some bugs"
d0f711bad3e80e0ec3b398124cff1faec090553d,imanmousaei,2023-03-25 10:35:23+00:00,Add some comments to clarify
187a2028284805585e743308219dc23df4408b6f,ZDandsomSP,2023-03-25 02:44:14+00:00,Merge remote-tracking branch 'origin/main'
7e8b51d4894cfa0f7ce14e39ddca8f9e9af0b0b6,ZDandsomSP,2023-03-25 02:44:01+00:00,fix the model of PatchTST
07e7608d7afa4e6c4614038dfa89ae94e9d19f8f,imanmousaei,2023-03-24 21:40:30+00:00,Add version for requirements
852d709ae975ca68a2fbf2251cd08c8dfc9e2969,imanmousaei,2023-03-24 21:32:04+00:00,Remove some prints
e9a85cd8e6ddf2975915e6de2de90edecaeaa68c,imanmousaei,2023-03-24 21:16:50+00:00,Fix function call
a17507311135ca90b00fbde86ea00765c7749b67,imanmousaei,2023-03-24 20:49:05+00:00,Fix some errors
a924427963702525211e7364d87dd72367354b0d,haniejalili,2023-03-24 18:20:17+00:00,Fix TimesNet bash
552aa0986b6b0bd29fedfb43347f9754e876ec55,imanmousaei,2023-03-24 18:01:44+00:00,Merge branch 'main' of github.com:imanmousaei/Time-Series-Library into main
1e61f21d1498e97dd903287e6d4815e0a508b72c,imanmousaei,2023-03-24 18:01:13+00:00,Add dataset
aacddeaf7d62dcca3a386be328503bbc3e3c1e1c,wuhaixu2016,2023-03-23 05:51:09+00:00,Update run.py
fb2ef740b30f13ec5cf366ea85733635a0bb0ae9,wuhaixu2016,2023-03-09 13:42:54+00:00,Update README.md
710b10b72473be9172fac6739d99f15174950794,ZDandsomSP,2023-03-09 13:25:31+00:00,add Crossformer and corresponding scripts
1305528f6189551fca0c201a848acbdecdafb030,ZDandsomSP,2023-03-09 13:22:50+00:00,"Merge remote-tracking branch 'origin/main'

# Conflicts:
#	README.md"
3afa6e18cc068d795aabe8c1fda62000c0d93740,ZDandsomSP,2023-03-09 13:12:31+00:00,add Crossformer and corresponding scripts
5d595b9ae4b23b34a39e145459085756ce493d56,wuhaixu2016,2023-03-09 12:53:47+00:00,Update run.py
5e5f18941510a76e6842cff9d341bd5dea01e60a,wuhaixu2016,2023-03-08 08:17:26+00:00,Update run.py
6dff74a064ded463939067e74d40aee145812065,wuhaixu2016,2023-03-02 14:46:55+00:00,Update README.md
d8565ee85f6bfbd3c02d7b255fa3c88efe3042ad,wuhaixu2016,2023-03-02 08:34:50+00:00,Update README.md
1e89fd8de9d3cd7882a759d13e77257cf22b96ed,wuhaixu2016,2023-03-02 08:32:19+00:00,Update README.md
658c0bdac862c6dcbd32f017fcb26119380d3371,wuhaixu2016,2023-03-02 08:31:41+00:00,Update FourierCorrelation.py
aa35dd2897e423f0066d093b63ad37f634ff9ca0,ZDandsomSP,2023-03-02 07:41:04+00:00,"Merge remote-tracking branch 'origin/main'

# Conflicts:
#	README.md
#	exp/exp_basic.py
#	layers/FourierCorrelation.py"
a8ea6b82a8f8105b7fd45622d0429d9b4d34cd09,ZDandsomSP,2023-03-02 07:38:31+00:00,add MICN and corresponding scripts
fef81e4c38f22dd219048bdadba5c64a4f350e9e,ZDandsomSP,2023-03-02 07:34:19+00:00,add MICN and corresponding scripts
0d1f5330474ad7a7c4d8572d1405978faff1e8b9,htg17,2023-02-27 09:17:15+00:00,Merge branch 'main' of github.com:thuml/Time-Series-Library
3a4819420d14095354aae96750ce8c499ef5f05e,htg17,2023-02-27 09:16:24+00:00,Improve baseline results
29a53c53f0957d2bb281dec342c567f393c2e9e3,wuhaixu2016,2023-02-25 14:25:18+00:00,Update TimesNet.sh
f01c1817d388aaccf81ca684e544e1eaecbb2e83,wuhaixu2016,2023-02-24 19:18:20+00:00,Update requirements.txt
6a5402175785e4307a1d91435d4d4040b9c66f70,wuhaixu2016,2023-02-24 19:17:32+00:00,Update FEDformer.py
da76386934e27a864d8d8bd61a9a1cd96ebb956f,wuhaixu2016,2023-02-24 19:16:47+00:00,Update MultiWaveletCorrelation.py
3fad8aca7022362dd1669533d65a4fcac4df3217,wuhaixu2016,2023-02-24 19:16:25+00:00,Update FourierCorrelation.py
42b2c29eb2bb07b56e8ed943be6afff2bb1111eb,wuhaixu2016,2023-02-24 15:12:12+00:00,Update SelfAttention_Family.py
4f4cf185e7cb64df343a2ba3254c718fad08c635,wuhaixu2016,2023-02-24 14:52:41+00:00,Update README.md
90cc0a4bd1d2d5e5a575e82cd161af36a683abb7,wuhaixu2016,2023-02-23 14:21:08+00:00,Update README.md
e2079f2488b477d51f34f64a4346a587c3a1bcec,htg17,2023-02-23 11:57:33+00:00,Add Pyraformer and scipts
4ed858e6b5f0d027cef3e324b0f8f5ba5bfc0ab8,wuhaixu2016,2023-02-23 09:19:34+00:00,Update README.md
01deba70488960c0f1e736abc27cb69d7cae56cd,ZDandsomSP,2023-02-23 07:31:25+00:00,"Merge remote-tracking branch 'origin/main'

# Conflicts:
#	exp/exp_basic.py"
f525a1f564653e0fff9ba89befdc7776b6bc0456,ZDandsomSP,2023-02-23 07:26:34+00:00,add PatchTST and corresponding scripts
34c264d5e7bd76a0d1f9379554f2907d5ef1eaa2,wuhaixu2016,2023-02-22 17:18:48+00:00,Update requirements.txt
acd6b5eeb39c74f1b13fbc27abff3f9935f98828,wuhaixu2016,2023-02-22 17:15:52+00:00,Update requirements.txt
d7c68b2bb1c1b071c183c465fd9ee4bc77c8b5a4,wuhaixu2016,2023-02-22 02:41:47+00:00,Update TimesNet.py
fd74cbc442c9ed95c728269bad67e30de0899bec,wuhaixu2016,2023-02-22 02:24:19+00:00,Update TimesNet.py
379a29e82cd3d74a5ee5ca806c35af5b88e8515e,htg17,2023-02-20 01:19:19+00:00,Updata README.md
510137a9aeff3904733144fddb714e79fe6dea60,wuhaixu2016,2023-02-19 04:05:46+00:00,Update README.md
15bb45eb71f192c8a62e78f04eeca8d46ec985de,wuhaixu2016,2023-02-19 03:51:13+00:00,Update README.md
b9fc9a4aff350864badef05bcc5430faf537104d,wuhaixu2016,2023-02-19 03:49:20+00:00,Update README.md
70d354e7db740d6f04535c86da4b1e8e61e27176,htg17,2023-02-18 13:22:23+00:00,update requirements
16e87dfa432d4f3fd5b7c0a8a0931a3f07e19e44,wuhaixu2016,2023-02-18 13:10:49+00:00,Update requirements.txt
230805fe9f451b61e34b96116d995b417e343ac0,htg17,2023-02-18 12:30:09+00:00,update framework
fea137783c73ef9f8ba96f5f0e19f1869d3f2390,wuhaixu2016,2023-02-18 08:41:45+00:00,update framework
39f0053cc95f88179eda7663c3b8e4ef02bd7d21,wuhaixu2016,2023-02-17 08:15:57+00:00,Update README.md
2822ca0b56216ce75ea96fd0ec689ec025ae2f1f,wuhaixu2016,2023-02-17 08:11:21+00:00,Update README.md
33acefbcb83ae20611c226f1245945b66986260b,htg17,2023-02-17 07:26:01+00:00,Rename pyraformer file
ae3fb6ed9dac647c2adeae003dc09c420e6e2300,htg17,2023-02-17 03:58:42+00:00,Merge branch 'main' of github.com:thuml/Time-Series-Library
c4439e75919802015a48765efaeddfc1c3e25381,htg17,2023-02-17 03:56:52+00:00,ETSformer and Pyraformer
4153a1e65f4f3b4505e7d90e5f83be1cb4e7806f,wuhaixu2016,2023-02-16 11:22:38+00:00,Update README.md
b86bcfa436e1fe97803a5fa219ab1c430b4472a1,ZDandsomSP,2023-02-16 11:16:59+00:00,add Nonstationary_Transformer and corresponding scripts
1ec7debbb02b376226eda325636123763389cc72,wuhaixu2016,2023-02-15 07:06:18+00:00,update dataset discription
e08ddc008441f5051844a2ee9e25d4706c39b904,wuhaixu2016,2023-02-13 09:23:56+00:00,init
9f9bb9d5e2de9d0bdd98a9187a8857a967adb810,wuhaixu2016,2023-02-13 08:47:46+00:00,Initial commit
